movieId,title,genres,year,title_cast,director,runtime
567,Kika ,Comedy|Drama,1993,Verónica Forqué|Peter Coyote|Victoria Abril|Àlex Casanovas|Rossy de Palma|Santiago Lajusticia|Anabel Alonso|Bibiana Fernández|Jesús Bonilla|Karra Elejalde|Manuel Bandera|Charo López|Francisca Caballero|Mónica Bardem|Joaquín Climent,Pedro Almodóvar,114.0
568,Bhaji on the Beach ,Comedy|Drama,1993,Kim Vithana|Jimmi Harkishin|Sarita Khajuria|Akbar Kurtha|Mo Sesay|Lalita Ahmed|Shaheen Khan|Zohra Sehgal|Amer Chadha-Patel|Nisha Nayar|Renu Kochar|Surendra Kochar|Souad Faress|Tanveer Ghani|Peter Cellier,Gurinder Chadha,101.0
569,Little Big League ,Comedy|Drama,1994,Luke Edwards|Timothy Busfield|John Ashton|Ashley Crow|Kevin Dunn|Billy L. Sullivan|Miles Feulner|Jonathan Silverman|Dennis Farina|Jason Robards|Wolfgang Bodison|Duane Davis|Leon Durham|Kevin Elster|Joseph Latimore,Gregory K. Pincus,119.0
570,"Slingshot, The (Kådisbellan) ",Comedy|Drama,1993,Jesper Salén|Stellan Skarsgård|Basia Frydman|Niklas Olund|Ernst-Hugo Järegård|Ernst Günther|Axel Düberg|Reine Brynolfsson|Heinz Hopf|Frida Hallgren|Tomas Norström|Ing-Marie Carlsson|Rolf Lassgård|Jurek Sawka|Tommy Johnson,Åke Sandgren,102.0
571,"Wedding Gift, The ",Drama|Romance,1994,Julie Walters|Jim Broadbent|Thora Hird|Sian Thomas|Dinah Handley|Peter Whitfield|Candida Rundle|Andrew Nicholson|Martin Wenner|Graham Turner|Andrew Lancel|Ann Rye|Moya Brady|Carry Clubb|Saima Chaudry,Richard Loncraine,90.0
572,Foreign Student ,Drama,1994,Robin Givens|Marco Hofschneider|Rick Johnson|Charlotte Ross|Edward Herrmann|Jack Coleman|Charles S. Dutton|Hinton Battle|Anthony Herrera|Bob Child|David Long|Ruth Williamson|Michael Reilly Burke|Michael Goodwin|Jon Hendricks,Philippe Labro,90.0
573,"Ciao, Professore! (Io speriamo che me la cavo) ",Drama,1992,Paolo Villaggio|Isa Danieli|Gigio Morra|Sergio Solli|Ester Carloni|Paolo Bonacelli|Pierfrancesco Borruto|Annarita D'Auria|Maria Esposito|Roberta Galli|Luigi Lastorina|Filomena Lieto|Carmela Pecoraro|Salvatore Terraccino|Ilaria Troncone,Alessandro Bencivenni,100.0
574,Spanking the Monkey ,Comedy|Drama,1994,Jeremy Davies|Alberta Watson|Benjamin Hendrickson|Elizabeth Newett|Carla Gallo|Liberty Jean|Archer Martin|Matthew Puckett|Zak Orth|Josh Philip Weinstein|Judah Domke|Nancy Fields|Judette Jones|Carmine Paolini|Neil Connie Wallace,David O. Russell,100.0
575,"Little Rascals, The ",Children|Comedy,1994,Travis Tedford|Kevin Jamal Woods|Jordan Warkol|Zachary Mabry|Ross Bagley|Courtland Mead|Sam Saletta|Blake Jeremy Collins|Blake McIver Ewing|Juliette Brewer|Heather Karasek|Brittany Ashton Holmes|Bug Hall|Elmer|Petey,Penelope Spheeris,82.0
576,Fausto ,Comedy,1993,Kên Higelin|Jean Yanne|Florence Darel|François Hauteserre|Maurice Bénichou|Bruce Myers|Maïté Nahyr|François Chattot|Arthur H.|Marianne Groves|Frédérique Lopez|Alfred Cohen|Renaud Ménager|Arnaud Churin|Clara Bellar,Rémy Duchemin,82.0
579,"Escort, The (Scorta, La) ",Crime|Thriller,1993,Claudio Amendola|Enrico Lo Verso|Carlo Cecchi|Ricky Memphis|Tony Sperandeo|Lorenza Indovina|Ugo Conti|Rita Savagnone|Giovanni Alamia|Francesca d'Aloja|Giovanni Pallavicino|Giacinto Ferro|Guia Jelo|Benedetto Raneli|Francesco Siciliano,Graziano Diana,95.0
580,Princess Caraboo ,Drama,1994,Jim Broadbent|Phoebe Cates|Wendy Hughes|Kevin Kline|John Lithgow|Stephen Rea|Peter Eyre|Jacqueline Pearce|Roger Lloyd Pack|John Wells|John Lynch|John Sessions|Arkie Whiteley|Kate Ashfield|Ewan Bailey,Michael Austin,97.0
581,"Celluloid Closet, The ",Documentary,1995,Lily Tomlin|Tony Curtis|Susie Bright|Arthur Laurents|Armistead Maupin|Whoopi Goldberg|Jan Oxenberg|Harvey Fierstein|Quentin Crisp|Richard Dyer|Jay Presson Allen|Mrs. Gustav Ketterer|Gore Vidal|Will H. Hays|Farley Granger,Jeffrey Friedman,102.0
582,Métisse (Café au Lait) ,Comedy|Drama,1993,Julie Mauduech|Hubert Koundé|Mathieu Kassovitz|Vincent Cassel|Tadek Lokcinski|Jany Holt|Rywka Wajsbrot|Héloïse Rauth|Marc Berman|Andrée Damant|Berthe Bagoe|Jean-Pierre Cassel|Félicité Wouassi|Brigitte Bémol|Lydia Ewandé,Mathieu Kassovitz,94.0
583,Dear Diary (Caro Diario) ,Comedy|Drama,1994,Nanni Moretti|Giovanna Bozzolo|Sebastiano Nardone|Antonio Petrocelli|Giulio Base|Italo Spinelli|Carlo Mazzacurati|Jennifer Beals|Alexandre Rockwell|Renato Carpentieri|Raffaella Lebboroni|Marco Paolini|Claudia Della Seta|Lorenzo Alessandri|Antonio Neiwiller,Nanni Moretti,100.0
585,"Brady Bunch Movie, The ",Comedy,1995,Shelley Long|Gary Cole|Christine Taylor|Christopher Daniel Barnes|Jennifer Elise Cox|Paul Sutera|Olivia Hack|Jesse Lee Soffer|Henriette Mantel|David Graf|Florence Henderson|Jack Noseworthy|Megan Ward|Jean Smart|Michael McKean,Sherwood Schwartz,90.0
588,Aladdin ,Adventure|Animation|Children|Comedy|Musical,1992,Scott Weinger|Robin Williams|Linda Larkin|Jonathan Freeman|Frank Welker|Gilbert Gottfried|Douglas Seale|Charlie Adler|Jack Angel|Corey Burton|Philip L. Clarke|Jim Cummings|Jennifer Darling|Debi Derryberry|Bruce Gooch,John Musker,90.0
589,Terminator 2: Judgment Day ,Action|Sci-Fi,1991,Arnold Schwarzenegger|Linda Hamilton|Edward Furlong|Robert Patrick|Earl Boen|Joe Morton|S. Epatha Merkerson|Castulo Guerra|Danny Cooksey|Jenette Goldstein|Xander Berkeley|Leslie Hamilton Gearren|Ken Gibbel|Robert Winley|Peter Schrum,James Cameron,137.0
591,Tough and Deadly ,Action|Drama|Thriller,1995,Billy Blanks|Roddy Piper|Richard Norton|Charles Kahlenberg|James Karen|Gary Kasper|Sal Landi|Phil Morris|Lisa Stahl|Brant von Hoffman|Frank Di Paolo|Ronald E. House|Lisa Comshaw|Robert Werhan|Ed Berke,Steve Cohen,92.0
593,"Silence of the Lambs, The ",Crime|Horror|Thriller,1991,Jodie Foster|Lawrence A. Bonney|Kasi Lemmons|Lawrence T. Wrentz|Scott Glenn|Anthony Heald|Frankie Faison|Don Brockett|Frank Seals Jr.|Stuart Rudin|Anthony Hopkins|Maria Skorobogatov|Jeffrie Lane|Leib Lensky|George 'Red' Schwartz,Thomas Harris,118.0
595,Beauty and the Beast ,Animation|Children|Fantasy|Musical|Romance|IMAX,1991,Robby Benson|Jesse Corti|Rex Everhart|Angela Lansbury|Paige O'Hara|Jerry Orbach|Bradley Pierce|David Ogden Stiers|Richard White|Jo Anne Worley|Mary Kay Bergman|Brian Cummings|Alvin Epstein|Tony Jay|Alec Murphy,Kirk Wise,84.0
597,Pretty Woman ,Comedy|Romance,1990,Richard Gere|Julia Roberts|Ralph Bellamy|Jason Alexander|Laura San Giacomo|Alex Hyde-White|Amy Yasbeck|Elinor Donahue|Hector Elizondo|Judith Baldwin|Jason Randal|Bill Applebaum|Tracy Bjork|Gary Greene|Billy Gallo,J.F. Lawton,119.0
598,Window to Paris (Okno v Parizh) ,Comedy|Fantasy,1994,Agnès Soral|Sergey Dreyden|Viktor Mikhailov|Nina Usatova|Kira Kreylis-Petrova|Natalya Ipatova|Viktor Gogolev|Tamara Timofeeva|Andrey Urgant|Jean Rupert|Malka Ribowska|Bernard Cassus-Soulanis|Vladimir Kalish|Aleksei Zalivalov|Aleksei Kozodayev,Yuri Mamin,115.0
600,Love and a .45 ,Action|Comedy|Crime,1994,Gil Bellows|Renée Zellweger|Rory Cochrane|Jeffrey Combs|Jace Alexander|Ann Wedgeworth|Peter Fonda|Tammy Le Blanc|Wiley Wiggins|Jack Nance|Charlotte Ross|Michael Bowen|Scott Roland|Todd Conner|Richard Rothenberg,C.M. Talkington,101.0
602,"Great Day in Harlem, A ",Documentary,1994,Quincy Jones|Dizzy Gillespie|Sonny Rollins|Buck Clayton|Art Blakey|Hank Jones|Art Farmer|Johnny Griffin|Milt Hinton|Chubby Jackson|Scoville Browne|Felix Maxwell|Paula Morris|Taft Jordan Jr.|Everard Powell,Jean Bach,60.0
603,"Bye Bye, Love ",Comedy,1995,Matthew Modine|Randy Quaid|Paul Reiser|Janeane Garofalo|Amy Brenneman|Eliza Dushku|Ed Flanders|Maria Pitillo|Lindsay Crouse|Ross Malinger|Johnny Whitworth|Wendell Pierce|Cameron Boyd|Mae Whitman|Jayne Brook,Gary David Goldberg,106.0
604,Criminals ,Documentary,1996,Louise Smith,C.K. Williams,73.0
605,One Fine Day ,Drama|Romance,1996,Michelle Pfeiffer|George Clooney|Mae Whitman|Alex D. Linz|Charles Durning|Jon Robin Baitz|Ellen Greene|Joe Grifasi|Pete Hamill|Anna Maria Horsford|Gregory Jbara|Sheila Kelley|Barry Kivel|Robert Klein|George Martin,Terrel Seltzer,108.0
606,Candyman: Farewell to the Flesh ,Fantasy|Horror,1995,Tony Todd|Kelly Rowan|William O'Leary|Bill Nunn|Matt Clark|David Gianopoulos|Fay Hauser|Joshua Gibran Mayweather|Timothy Carhart|Veronica Cartwright|Caroline Barclay|Michael Bergeron|Brianna Blanchard|Clotiel Bordeltier|Russell Buchanan,Clive Barker,95.0
607,Century ,Drama,1993,Charles Dance|Clive Owen|Miranda Richardson|Robert Stephens|Joan Hickson|Lena Headey|Neil Stuke|Liza Walker|Joseph Bennett|Fiona Walker|Carlton Chance|Graham Loughridge|Lex Daniel|Ian Shaw|Bruce Alexander,Stephen Poliakoff,112.0
608,Fargo ,Comedy|Crime|Drama|Thriller,1996,William H. Macy|Steve Buscemi|Peter Stormare|Kristin Rudrüd|Harve Presnell|Tony Denman|Gary Houston|Sally Wingert|Kurt Schweickhardt|Larissa Kokernot|Melissa Peterman|Steve Reevis|Warren Keith|Steve Edelman|Sharon Anderson,Ethan Coen,98.0
609,Homeward Bound II: Lost in San Francisco ,Adventure|Children,1996,Michael J. Fox|Sally Field|Ralph Waite|Al Michaels|Tommy Lasorda|Bob Uecker|Tress MacNeille|Jon Polito|Adam Goldberg|Sinbad|Carla Gugino|Tisha Campbell-Martin|Stephen Tobolowsky|Ross Malinger|Michael Bell,Chris Hauty,88.0
611,Hellraiser: Bloodline ,Action|Horror|Sci-Fi,1996,Bruce Ramsay|Valentina Vargas|Doug Bradley|Charlotte Chatton|Adam Scott|Kim Myers|Mickey Cottrell|Louis Turenne|Courtland Mead|Louis Mustillo|Jody St. Michael|Paul Perri|Pat Skipper|Christine Harnos|Wren T. Brown,Peter Atkins,85.0
612,"Pallbearer, The ",Comedy,1996,David Schwimmer|Gwyneth Paltrow|Michael Rapaport|Toni Collette|Carol Kane|Michael Vartan|Bitty Schram|Jean De Baer|Elizabeth Franz|Mark Margolis|Barbara Hershey|Edoardo Ballerini|Matthew Faber|Robin Morse|Tony Machine,Jason Katims,98.0
613,Jane Eyre ,Drama|Romance,1996,Anna Paquin|Nic Knight|Nicola Howard|Sasha Graff|Fiona Shaw|John Wood|Geraldine Chaplin|Amanda Root|Leanne Rowe|Charlotte Gainsbourg|Richard Warwick|Judith Parker|Joan Plowright|Joséphine Serre|Billie Whitelaw,Franco Zeffirelli,112.0
617,"Flower of My Secret, The (La flor de mi secreto) ",Comedy|Drama,1995,Marisa Paredes|Juan Echanove|Carme Elias|Rossy de Palma|Chus Lampreave|Kiti Mánver|Joaquín Cortés|Manuela Vargas|Imanol Arias|Gloria Muñoz|Juan José Otegui|Nancho Novo|Jordi Mollà|Alicia Agut|Marisol Muriel,Pedro Almodóvar,103.0
618,Two Much ,Comedy|Romance,1995,Antonio Banderas|Melanie Griffith|Daryl Hannah|Danny Aiello|Joan Cusack|Eli Wallach|Gabino Diego|Austin Pendleton|Allan Rich|Vincent Schiavelli|Phil Leeds|Sid Raymond|Louis Seeger Crume|Jeff Moldovan|Joe Hess,Donald E. Westlake,118.0
619,Ed ,Comedy,1996,Matt LeBlanc|Gene Ross|Paul Hewitt|Sage Allen|Stan Ivar|Jim O'Heir|Rick Johnson|Valente Rodriguez|Jack Warden|Bill Cobbs|Leonard Kelly-Young|Jayne Brook|Patrick Kerr|Jim Caviezel|Troy Evans,Ken Richards,94.0
620,Scream of Stone (Cerro Torre: Schrei aus Stein) ,Drama,1991,Vittorio Mezzogiorno|Stefan Glowacz|Mathilda May|Al Waxman|Gunilla Karlzen|Chavela Vargas|Georg Marischka|Volker Prechtel|Hans Kammerlander|Lautaro Murúa|Brad Dourif|Donald Sutherland|Amelie Fried|Werner Herzog|Wolfgang Müller,Hans-Ulrich Klenner,105.0
621,My Favorite Season ,Drama,1993,Catherine Deneuve|Daniel Auteuil|Marthe Villalonga|Jean-Pierre Bouvier|Chiara Mastroianni|Carmen Chaplin|Anthony Prada|Michèle Moretti|Jacques Nolot|Bruno Todeschini|Jean Bousquet|Roschdy Zem|Ingrid Caven,André Téchiné,127.0
623,"Modern Affair, A ",Romance,1995,Lisa Eichhorn|Stanley Tucci|Caroline Aaron|Mary Jo Salerno|Robert Joy|Wesley Addy|Robert LuPone|Cynthia Martells|J. Smith-Cameron|Vincent Young|Tammy Grimes|Len Stanger|Jon Huberth|Jim Lavin|Claywood Sempliner,Vern Oakley,90.0
626,"Thin Line Between Love and Hate, A ",Comedy,1996,Martin Lawrence|Lynn Whitfield|Regina King|Bobby Brown|Della Reese|Malinda Williams|Daryl Mitchell|Roger E. Mosley|Simbi Kali|Tangie Ambrose|Wendy Raquel Robinson|Stacii Jae Johnson|Miguel A. Núñez Jr.|Faizon Love|Michael Bell,Martin Lawrence,108.0
627,"Last Supper, The ",Drama|Thriller,1995,Cameron Diaz|Ron Eldard|Annabeth Gish|Jonathan Penner|Courtney B. Vance|Bill Paxton|Nora Dunn|Ron Perlman|Dan Rosen|Amber Taylor|Matt Cooper|Charles Durning|Mark Harmon|Gil Segel|Rachel Chagall,Dan Rosen,92.0
628,Primal Fear ,Crime|Drama|Mystery|Thriller,1996,Richard Gere|Laura Linney|John Mahoney|Alfre Woodard|Frances McDormand|Edward Norton|Terry O'Quinn|Andre Braugher|Steven Bauer|Joe Spano|Tony Plana|Stanley Anderson|Maura Tierney|Jon Seda|Reg Rogers,William Diehl,129.0
629,Rude ,Drama,1995,Maurice Dean Wint|Rachael Crawford|Clark Johnson|Richard Chevolleau|Sharon Lewis|Melanie Nicholls-King|Stephen Shellen|Gordon Michael Woolvett|Dayo Ade|Dean Marshall|Ashley Brown|Andy Marshall|Falconer Abraham|Junior Williams|Andrew Moodie,Clement Virgo,89.0
630,Carried Away ,Drama|Romance,1996,Dennis Hopper|Amy Locane|Amy Irving|Julie Harris|Gary Busey|Hal Holbrook|Christopher Pettiet|Priscilla Pointer|Gail Cronauer|Alissa Alban|E.J. Morris|Joe Stevens|Connie Cooper|Eleese Lester|Doug Jackson,Bruno Barreto,109.0
631,All Dogs Go to Heaven 2 ,Adventure|Animation|Children|Fantasy|Musical|Romance,1996,Ernest Borgnine|Bebe Neuwirth|Charlie Sheen|Hamilton Camp|Steve Mackall|Dan Castellaneta|Dom DeLuise|Tony Jay|Jim Cummings|Wallace Shawn|Sheena Easton|George Hearn|Adam Wylie|Kevin Michael Richardson|Pat Corley,Paul Sabella,82.0
632,Land and Freedom (Tierra y libertad) ,Drama|War,1995,Ian Hart|Rosana Pastor|Icíar Bollaín|Tom Gilroy|Marc Martínez|Frédéric Pierrot|Andrés Aladren|Sergi Calleja|Raffaele Cantatore|Pascal Demolon|Paul Laverty|Josep Magem|Eoin McCarthy|Jürgen Müller|Víctor Roca,Jim Allen,109.0
633,Denise Calls Up ,Comedy,1995,Tim Daly|Caroleen Feeney|Dan Gunther|Dana Wheeler-Nicholson|Liev Schreiber|Aida Turturro|Alanna Ubach|Sylvia Miles|Mark Blum|Jean-Claude La Marre|Hal Salwen,Hal Salwen,80.0
634,Theodore Rex ,Comedy,1995,Whoopi Goldberg|Armin Mueller-Stahl|Juliet Landau|Bud Cort|Stephen McHattie|George Newbern|Carol Kane|Richard Roundtree|Jack Riley|Peter Mackenzie|Joe Dallesandro|Tony T. Johnson|Susie Coelho|Peter Kwong|Edith Diaz,Jonathan R. Betuel,92.0
635,"Family Thing, A ",Comedy|Drama,1996,Robert Duvall|James Earl Jones|Michael Beach|Irma P. Hall|Grace Zabriskie|Regina Taylor|Mary Jackson|Paula Marshall|James N. Harrell|Lauren Leigh Phillips|Ashleigh Jordan|David Keith|Sandra Quarterman|Patrice Pitman Quinn|Don James,Richard Pearce,109.0
636,Frisk ,Drama,1995,Michael Gunther|Craig Chester|Michael Stock|Raoul O'Connell|Jaie Laplante|Parker Posey|James Lyons|Alexis Arquette|Michael Waite|Alyssa Wendt|Mark Ewert|Dustin Schell|Michael Wilson|Paul B. Riley|Donald Mosner,Todd Verow,88.0
637,Sgt. Bilko ,Comedy,1996,Steve Martin|Dan Aykroyd|Phil Hartman|Glenne Headly|Daryl Mitchell|Max Casella|Eric Edwards|Dan Ferro|John Marshall Jones|Brian Leckner|John Ortiz|Pamela Adlon|Mitchell Whitfield|Austin Pendleton|Chris Rock,Nat Hiken,93.0
638,Jack and Sarah ,Romance,1995,Richard E. Grant|Samantha Mathis|Judi Dench|Eileen Atkins|Cherie Lunghi|Imogen Stubbs|David Swift|Kate Hardie|Laurent Grévill|Ian McKellen|Bianca Lee|Sophia Lee|Sophia Sullivan|Niven Boyd|Tracy Thorne,Tim Sullivan,110.0
639,Girl 6 ,Comedy|Drama,1996,Theresa Randle|Isaiah Washington|Spike Lee|Jenifer Lewis|Debi Mazar|Peter Berg|Michael Imperioli|Dina Pearlman|Maggie Rush|Desi Moreno|Kristen Wilson|K Funk|Debra Wilson|Naomi Campbell|Gretchen Mol,Suzan-Lori Parks,108.0
640,Diabolique ,Drama|Thriller,1996,Sharon Stone|Isabelle Adjani|Chazz Palminteri|Kathy Bates|Spalding Gray|Shirley Knight|Allen Garfield|Adam Hann-Byrd|Donal Logue|Diana Bellamy|Clea Lewis|J.J. Abrams|O'Neal Compton|Bingo O'Malley|Stephen Liska,Pierre Boileau,107.0
642,Roula ,Drama,1995,Anica Dobra|Felicitas Grimm-Luck|Martin Umbach|Ernst Jacobi|Tina Hamperl|Irene Hagensby|Rosa Greve|Birgit Thøt Jensen|Julia Burger|Ingeborg Nees|Gerhard Nörr|Jan Jensen|Tom Schmidt,Martin Enlen,97.0
643,Peanuts - Die Bank zahlt alles ,Comedy,1996,Ulrich Mühe|Iris Berben|Marita Marschall|Rufus Beck|Rüdiger Vogler|Sonja Kirchberger|Traugott Buhre|Dieter Okras|Hans-Michael Rehberg|Ralf Richter|Thomas Bestvater|Valeska Rautenberg|Heinz Schenk|Ingeborg Lapsien|Nele Mueller-Stöfen,Eberhard Junkersdorf,95.0
645,Nelly & Monsieur Arnaud ,Drama,1995,Emmanuelle Béart|Michel Serrault|Jean-Hugues Anglade|Claire Nadeau|Françoise Brion|Michèle Laroque|Michael Lonsdale|Charles Berling|Jean-Pierre Lorit|Michel Albertini|Coraly Zahonero|Graziella Delerm|Olivier Pajot|Alexandre Chappuis|Karine Foviau,Jacques Fieschi,106.0
647,Courage Under Fire ,Action|Crime|Drama|War,1996,Denzel Washington|Meg Ryan|Lou Diamond Phillips|Michael Moriarty|Matt Damon|Bronson Pinchot|Seth Gilliam|Regina Taylor|Zeljko Ivanek|Scott Glenn|Tim Guinee|Tim Ransom|Sean Astin|Armand Darrius|Mark Adair-Rios,Patrick Sheane Duncan,116.0
648,Mission: Impossible ,Action|Adventure|Mystery|Thriller,1996,Tom Cruise|Jon Voight|Emmanuelle Béart|Henry Czerny|Jean Reno|Ving Rhames|Kristin Scott Thomas|Vanessa Redgrave|Ingeborga Dapkunaite|Valentina Yakunina|Marek Vasut|Nathan Osgood|John McLaughlin|Rolf Saxon|Karel Dobrý,Bruce Geller,110.0
650,Moll Flanders ,Drama,1996,Robin Wright|Morgan Freeman|Stockard Channing|John Lynch|Brenda Fricker|Geraldine James|Aisling Corcoran|Jim Sheridan|Jeremy Brett|Britta Smith|Cathy Murphy|Emma McIvor|Maria Doyle Kennedy|Ger Ryan|Harry Towb,Pen Densham,123.0
651,"Superweib, Das ",Comedy,1996,Esther Schweins|Til Schweiger|Maren Kroymann|Richy Müller|Heiner Lauterbach|Liselotte Pulver|Joachim Król|Thomas Heinze|Veronica Ferres|Jonathan Beck|Marco Bretscher-Coschignano|Arabella Kiesbauer|Burghart Klaußner|Anya Hoffmann|Pierre Sanoussi-Bliss,Sönke Wortmann,86.0
652,"301, 302 (301/302) ",Horror|Mystery|Thriller,1995,Eun-jin Pang|Sin-hye Hwang|Chu-Ryun Kim,Cheol-su Park,100.0
653,Dragonheart ,Action|Adventure|Fantasy,1996,Dennis Quaid|David Thewlis|Pete Postlethwaite|Dina Meyer|Jason Isaacs|Brian Thompson|Lee Oakes|Wolf Christian|Terry O'Neill|Peter Hric|Eva Vejmelková|Milan Bahúl|Sandra Kovacicova|Kyle Cohen|Thom Baker,Patrick Read Johnson,103.0
654,And Nobody Weeps for Me (Und keiner weint mir nach) ,Drama|Romance,1996,Peter Ketnath|Nina Hoss|Steffen Schroeder|Patrick Hinz|Andreas Nickl|Monika Bujinski|Susanna Wellenbrink|Judith Tobschall|Thomas Anzenhofer|Tina Engel|Monika Manz|Monika Baumgartner|Heide Simon|Burghart Klaußner|Barbara Weinzierl,Joseph Vilsmaier,102.0
656,Eddie ,Comedy,1996,Whoopi Goldberg|Frank Langella|Dennis Farina|Richard Jenkins|Lisa Ann Walter|John Benjamin Hickey|Troy Byer|John Salley|Rick Fox|Malik Sealy|Mark Jackson|Dwayne Schintzius|Greg Ostertag|Vernel Singleton|Marv Albert,Steve Zacharias,100.0
660,August ,Drama,1996,Anthony Hopkins|Leslie Phillips|Kate Burton|Gawn Grainger|Rhian Morgan|Menna Trussler|Rhoda Lewis|Hugh Lloyd|Huw Garmon|Rhys Ifans|Susan Ellen Flynn|Buddug Morgan|Victoria Pugh|Ioan Meredith|Jâms Thomas,Anthony Hopkins,94.0
661,James and the Giant Peach ,Adventure|Animation|Children|Fantasy|Musical,1996,Simon Callow|Richard Dreyfuss|Jane Leeves|Joanna Lumley|Miriam Margolyes|Pete Postlethwaite|Susan Sarandon|Paul Terry|David Thewlis|J. Stephen Coyle|Steven Culp|Cirocco Dunlap|Michael Girardin|Tony Haney|Kathryn Howell,Roald Dahl,79.0
662,Fear ,Thriller,1996,Mark Wahlberg|Reese Witherspoon|William Petersen|Amy Brenneman|Alyssa Milano|Christopher Gray|Tracy Fraim|Gary Riley|Jason Kristofer|Jed Rees|Todd Caldecott|Gerry Bean|David Fredericks|Rav Toor|Andrew Airlie,Christopher Crowe,97.0
663,Kids in the Hall: Brain Candy ,Comedy,1996,Dave Foley|Bruce McCulloch|Kevin McDonald|Mark McKinney|Scott Thompson|Kathryn Greenwood|Amy Smith|Lachlan Murdoch|Nicole de Boer|Krista Bridges|Christopher Redman|Erica Fairfield|Jackie Harris Greenberg|Jonathan Wilson|Tony Ning,Norm Hiscock,89.0
664,Faithful ,Comedy,1996,Cher|Chazz Palminteri|Ryan O'Neal|Paul Mazursky|Amber Smith|Elisa Leonetti|Mark Nassar|Stephen Spinella|Jeffrey Wright|David Marino|Steven Randazzo|Olinda Turturro|Max Norat|Allison Janney|Chris O'Neill,Chazz Palminteri,91.0
666,All Things Fair (Lust och fägring stor) ,Drama|Romance|War,1995,Johan Widerberg|Marika Lagercrantz|Tomas von Brömssen|Karin Huldt|Nina Gunke|Björn Kjellman|Kenneth Milldoff|Frida Lindholm|Sigge Cederlund|George Bisset|Gösta Ekstrand|Hilda Suovanen|Per Olov Börjeson|Jörgen Svensson|Monica Stenbeck,Bo Widerberg,130.0
667,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) ,Action,1996,Daniel Bernhardt|Pat Morita|Donald Gibb|James Hong|Lori Lynn Dickerson|Philip Tan|Ong Soo Han|Nicholas Hill|Ron Hall|Master Hee Il Cho|Lisa McCullough|Chuay|Steve Martinez|Jeff Wolfe|Cliff Bernhardt,Philip Tan,90.0
671,Mystery Science Theater 3000: The Movie ,Comedy|Sci-Fi,1996,Trace Beaulieu|Michael J. Nelson|Jim Mallon|Kevin Murphy|John Brady|Faith Domergue|Lance Fuller|Russell Johnson|Robert Nichols|Regis Parton|Rex Reason,Jim Mallon,73.0
672,Tarantella ,Drama,1995,Mira Sorvino|Rose Gregorio|Matthew Lillard|Frank Pellegrino|Stephen Spinella|Maryann Urbano|Antonia Rey|Melissa Maxwell|Magda Lang|Sean Baldwin|Derek Vontreras|A.J. Lopez|Gaetano Lisco|Carol Dante|Andrew M. Fuchs,Helen De Michiel,100.0
673,Space Jam ,Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,1996,Michael Jordan|Wayne Knight|Theresa Randle|Manner Washington|Eric Gordon|Penny Bae Bridges|Brandon Hammond|Larry Bird|Bill Murray|Thom Barry|Charles Barkley|Patrick Ewing|Tyrone Bogues|Larry Johnson|Shawn Bradley,Leo Benvenuti,88.0
675,Hostile Intentions ,Action|Drama|Thriller,1994,Tia Carrere|Rigg Kennedy|Lisa Dean Ryan|Tricia Leigh Fisher|Carlos Gómez|Roman Cisneros|Luis Antonio Ramos|Ramón Franco|Geoffrey Rivas|Christina Solis|Oscar Peralta|Romeo Fabian|Francisco Aragon|Martha Romo|Mark Adair-Rios,Catherine Cyran,90.0
676,They Bite ,Comedy|Horror|Sci-Fi,1996,Donna Frotscher|Nick Baldasare|Christina Veronica|Charlie Barnett|Ron Jeremy|George Mazzone|Alex Pirnie|Patrick Williams|Susie Owens|Roy A. Peddie|Blake Pickett|Jeremy Steele|Vince Camiti|Doug Darlington|Kathy Donnelly,Brett Piper,98.0
682,Tigrero: A Film That Was Never Made ,Documentary|Drama,1994,Samuel Fuller|Jim Jarmusch,Mika Kaurismäki,75.0
685,It's My Party ,Drama,1996,Margaret Cho|Bruce Davison|Lee Grant|Devon Gummersall|Gregory Harrison|Marlee Matlin|Roddy McDowall|Olivia Newton-John|Bronson Pinchot|Paul Regina|Eric Roberts|George Segal|Steve Antin|Dimitra Arliss|Christopher Atkins,Randal Kleiser,110.0
687,Country Life ,Drama|Romance,1994,Sam Neill|Greta Scacchi|John Hargreaves|Kerry Fox|Michael Blakemore|Googie Withers|Patricia Kennedy|Ron Blanchard|Robyn Cruze|Maurie Fields|Bryan Marshall|Tony Barry|Terry Brady|Tom Long|Rob Steele,Michael Blakemore,118.0
688,Operation Dumbo Drop ,Action|Adventure|Comedy|War,1995,Danny Glover|Ray Liotta|Denis Leary|Doug E. Doug|Corin Nemec|Dinh Thien Le|Tchéky Karyo|Hoang Ly|Vo Trung Anh|Marshall Bell|James Hong|Long Nguyen|Tim Kelleher|Scott N. Stevens|Kevin LaRosa,James Morris,107.0
691,Mrs. Winterbourne ,Comedy|Romance,1996,Shirley MacLaine|Ricki Lake|Brendan Fraser|Miguel Sandoval|Loren Dean|Peter Gerety|Jane Krakowski|Debra Monk|Cathryn de Prume|Kate Hennig|Susan Haskell|Justin Van Lieshout|Alec Thomlison|Jennifer Irwin|Victor A. Young,Richard Benjamin,105.0
